"adverb_type","part1","part2","Year","Sex","Class","Role"
"other","so","jealous",1747,"m","Higher class","judge"
"other","so","notorious",1747,"m","Higher class","judge"
"ly ending","extremely","small",1747,"m","Higher class","judge"
"other","very","good",1747,"m","Higher class","witness"
"other","very","ill",1747,"f","Lower class","witness"
"other","very","plausible",1747,"m","Higher class","witness"
"other","very","great",1747,"m","Higher class","witness"
"other","so","positive",1747,"m","Higher class","witness"
"other","very","bad",1747,"m","Higher class","victim"
"other","very","good",1747,"m","Higher class","witness"
"other","very","honest",1747,"m","Higher class","witness"
"other","too","true",1747,"m","Higher class","victim"
"other","very","ill",1747,"m","Higher class","witness"
"other","very","violent",1747,"f","Lower class","victim"
"other","very","common",1747,"m","Lower class","witness"
"other","very","honest",1747,"f","Lower class","witness"
"other","most","adviseable",1747,"m","Higher class","witness"
"other","very","great",1747,"m","Higher class","witness"
"other","very","great",1747,"m","Lower class","witness"
"other","very","sure",1747,"m","Lower class","witness"
"other","very","good",1747,"m","Lower class","witness"
"other","very","honest",1747,"m","Lower class","witness"
"other","so","careful",1748,"m","Higher class","lawyer"
"other","so","prejudicial",1748,"m","Higher class","lawyer"
"other","so","particular",1748,"m","Higher class","lawyer"
"other","so","precise",1748,"m","Higher class","lawyer"
"other","very","pretty",1748,"m","Higher class","lawyer"
"ly ending","perfectly","sober",1748,"m","Higher class","lawyer"
"other","very","jolly",1748,"m","Higher class","lawyer"
"other","so","bad",1748,"m","Higher class","lawyer"
"other","so","exact",1748,"m","Higher class","lawyer"
"other","very","intimate",1748,"m","Higher class","judge"
"other","very","good",1748,"m","Lower class","witness"
"other","very","good",1748,"f","Higher class","witness"
"other","very","pretty",1748,"f","Higher class","witness"
"other","very","sensible",1748,"m","Higher class","victim"
"other","very","bad",1748,"m","Higher class","witness"
"other","very","disorderly",1748,"m","Higher class","witness"
"other","too","dear",1748,"f","Higher class","witness"
"other","very","ill",1748,"m","Higher class","lawyer"
"other","very","infamous",1748,"m","Higher class","witness"
"other","very","drunk",1748,"m","Higher class","witness"
"other","very","great",1748,"m","Lower class","witness"
"other","very","honest",1748,"m","Lower class","witness"
"other","very","good",1748,"m","Higher class","witness"
"other","very","ill",1748,"m","Lower class","witness"
"other","very","good",1748,"m","Lower class","witness"
"other","very","bad",1748,"m","Lower class","defendant"
"other","very","wet",1748,"f","Lower class","witness"
"other","so","wet",1748,"f","Lower class","witness"
"other","very","sober",1748,"m","Lower class","witness"
"other","very","honest",1748,"m","Lower class","witness"
"ly ending","perfectly","wet",1748,"m","Lower class","victim"
"other","very","good",1748,"m","Lower class","witness"
"other","very","violent",1749,"m","Higher class","witness"
"other","very","careful",1749,"m","Higher class","witness"
"other","very","pale",1749,"m","Higher class","witness"
"other","so","close",1750,"m","Higher class","witness"
"other","very","extraordinary",1750,"m","Higher class","witness"
"ly ending","absolutely","false",1750,"m","Higher class","victim"
"other","very","good",1750,"m","Higher class","witness"
"other","very","extraordinary",1750,"m","Higher class","witness"
"other","so","great",1750,"m","Higher class","witness"
"other","very","restless",1750,"m","Higher class","witness"
"other","so","mad",1750,"f","Higher class","witness"
"other","very","ill",1750,"f","Higher class","witness"
"other","very","dark",1750,"m","Higher class","lawyer"
"other","very","private",1750,"m","Higher class","lawyer"
"other","so","ready",1750,"m","Higher class","lawyer"
"other","very","good",1750,"m","Higher class","lawyer"
"other","very","ill",1750,"m","Higher class","judge"
"other","very","sore",1750,"m","Higher class","judge"
"other","so","publick",1750,"m","Higher class","judge"
"other","too","late",1750,"m","Higher class","witness"
"ly ending","really","ill",1750,"m","Higher class","defendant"
"ly ending","entirely","innocent",1750,"m","Higher class","defendant"
"other","too","tedious",1750,"m","Higher class","defendant"
"other","very","honest",1750,"m","Higher class","witness"
"other","very","ill",1750,"m","Higher class","victim"
"other","very","hard",1750,"m","Higher class","victim"
"other","very","certain",1750,"m","Higher class","witness"
"other","very","ill",1750,"m","Lower class","witness"
"other","very","clear",1750,"m","Lower class","witness"
"other","very","honourable",1750,"m","Lower class","witness"
"other","very","large",1750,"m","Lower class","witness"
"other","very","passionate",1750,"m","Lower class","witness"
"other","very","quiet",1750,"m","Lower class","witness"
"other","very","ill",1750,"m","Higher class","witness"
"other","very","bad",1750,"m","Higher class","witness"
"other","very","sensible",1750,"m","Higher class","defendant"
"other","altogether","unworthy",1750,"m","Higher class","defendant"
"other","very","small",1750,"m","Higher class","defendant"
"other","very","strong",1750,"m","Higher class","witness"
"other","very","great",1750,"m","Lower class","victim"
"other","very","good",1750,"m","Lower class","defendant"
"other","very","ill",1750,"m","Lower class","witness"
"other","so","wicked",1750,"m","Lower class","witness"
"other","very","black",1750,"m","Lower class","victim"
"other","very","healthy",1750,"m","Lower class","victim"
"other","so","good",1750,"m","Lower class","victim"
"other","so","dark",1750,"m","Lower class","witness"
"other","very","certain",1750,"m","Lower class","witness"
"other","very","good",1751,"m","Higher class","lawyer"
"other","very","bad",1751,"m","Higher class","witness"
"other","very","quiet",1751,"f","Lower class","witness"
"other","so","weak",1751,"m","Lower class","witness"
"other","very","cold",1751,"m","Lower class","witness"
"other","very","sorry",1751,"m","Higher class","witness"
"other","very","sober",1751,"m","Higher class","witness"
"other","very","sorry",1751,"m","Lower class","witness"
"other","very","great",1752,"m","Higher class","witness"
"other","very","particular",1752,"m","Higher class","witness"
"other","so","used",1752,"m","Higher class","witness"
"other","so","great",1752,"m","Higher class","witness"
"other","very","safe",1752,"m","Higher class","witness"
"other","very","good",1752,"m","Higher class","witness"
"ly ending","abundantly","better",1752,"m","Higher class","witness"
"other","very","odd",1752,"m","Higher class","witness"
"other","too","frequent",1752,"m","Higher class","witness"
"other","very","pernicious",1752,"m","Higher class","witness"
"other","so","low",1752,"m","Higher class","witness"
"other","very","strong",1752,"m","Higher class","witness"
"other","very","weak",1752,"m","Higher class","witness"
"other","very","particular",1752,"m","Higher class","witness"
"other","more","liquid",1752,"m","Higher class","witness"
"other","very","wet",1752,"m","Higher class","witness"
"other","very","dry",1752,"m","Higher class","witness"
"other","very","fast",1752,"m","Higher class","witness"
"other","so","bad",1752,"m","Higher class","lawyer"
"other","very","bad",1752,"m","Higher class","lawyer"
"other","so","ill",1752,"m","Higher class","judge"
"other","very","wicked",1752,"m","Higher class","judge"
"other","so","desirous",1752,"m","Higher class","judge"
"other","very","bad",1752,"m","Higher class","judge"
"other","very","cross",1752,"m","Higher class","witness"
"other","so","uneasy",1752,"m","Higher class","witness"
"other","very","great",1752,"m","Higher class","victim"
"other","very","suspicious",1752,"f","Higher class","witness"
"other","too","little",1752,"f","Higher class","victim"
"other","very","clear",1752,"m","Higher class","victim"
"other","very","fair",1752,"m","Higher class","witness"
"other","very","exact",1752,"m","Lower class","witness"
"other","too","thin",1752,"m","Lower class","victim"
"other","very","sure",1752,"m","Lower class","witness"
"other","very","honest",1752,"m","Lower class","witness"
"other","so","dark",1752,"m","Lower class","witness"
"other","quite","sober",1752,"m","Lower class","witness"
"other","so","drunk",1752,"m","Higher class","witness"
"other","very","common",1752,"m","Higher class","witness"
"other","very","willing",1752,"m","Lower class","victim"
"other","very","honest",1752,"m","Lower class","witness"
"other","very","fit",1752,"m","Lower class","witness"
"other","very","artful",1752,"m","Lower class","witness"
"other","very","angry",1752,"m","Lower class","witness"
"other","too","bad",1752,"m","Lower class","witness"
"other","so","large",1752,"m","Lower class","witness"
"other","so","good",1752,"m","Lower class","witness"
"other","too","strong",1752,"m","Lower class","witness"
"other","so","inhuman",1753,"m","Higher class","judge"
"other","so","light",1753,"m","Higher class","judge"
"other","very","uneasy",1753,"f","Lower class","witness"
"other","very","warm",1753,"m","Higher class","witness"
"other","very","sorry",1753,"m","Lower class","witness"
"other","very","honest",1753,"f","Lower class","witness"
"other","very","bad",1753,"m","Higher class","witness"
"other","very","honest",1753,"m","Lower class","witness"
"other","very","bright",1753,"m","Lower class","victim"
"other","very","indecent",1753,"m","Lower class","witness"
"other","very","intimate",1753,"m","Lower class","witness"
"other","very","bad",1753,"m","Lower class","witness"
"other","very","ill",1753,"m","Lower class","witness"
"other","very","great",1753,"m","Lower class","witness"
"other","very","difficult",1755,"m","Higher class","witness"
"other","quite","certain",1755,"m","Higher class","witness"
"other","very","fearful",1755,"m","Higher class","witness"
"other","very","high",1755,"m","Higher class","witness"
"other","very","ill",1755,"m","Higher class","witness"
"other","so","intimate",1755,"m","Higher class","lawyer"
"other","very","large",1755,"m","Higher class","lawyer"
"other","so","strict",1755,"m","Higher class","lawyer"
"ly ending","extremely","quick",1755,"m","Higher class","lawyer"
"ly ending","extremely","correct",1755,"m","Higher class","lawyer"
"other","so","remarkable",1755,"m","Higher class","judge"
"other","very","likely",1755,"m","Higher class","judge"
"other","so","charitable",1755,"m","Higher class","judge"
"other","very","sure",1755,"m","Higher class","judge"
"other","quite","sober",1755,"m","Higher class","judge"
"other","very","civil",1755,"m","Higher class","judge"
"other","so","bruised",1755,"m","Higher class","judge"
"other","so","remarkable",1755,"m","Higher class","judge"
"other","very","remarkable",1755,"m","Higher class","witness"
"other","very","ill",1755,"m","Higher class","witness"
"other","very","great",1755,"f","Higher class","witness"
"other","so","fine",1755,"f","Higher class","witness"
"other","so","cruel",1755,"f","Higher class","witness"
"other","very","glad",1755,"f","Higher class","witness"
"other","very","ill",1755,"f","Higher class","witness"
"other","very","ravenous",1755,"f","Higher class","witness"
"other","quite","light-headed",1755,"f","Higher class","witness"
"other","very","bad",1755,"f","Higher class","witness"
"other","much","afraid",1755,"f","Higher class","witness"
"other","very","well",1755,"f","Higher class","witness"
"ly ending","dangerously","bad",1755,"f","Higher class","witness"
"other","quite","light-headed",1755,"f","Higher class","witness"
"other","very","bad",1755,"f","Higher class","witness"
"other","so","convenient",1755,"f","Higher class","witness"
"other","quite","dead",1755,"f","Higher class","witness"
